model,category,n_judged,n_non_compliance,nc_rate,exploratory,l1_bare,l1_capacity_based,l1_policy_based,l1_ethics_based,explicit_nc_count,explicit_nc_rate,implicit_nc_count,implicit_nc_rate,apology_count,apology_rate,hedge_count,hedge_rate,explanatory_preface_count,explanatory_preface_rate,positive_alignment_count,positive_alignment_rate,solidarity_count,solidarity_rate,negative_stance_count,negative_stance_rate,executed_alternative_count,executed_alternative_rate,alternative_offer_count,alternative_offer_rate,normative_suggestion_count,normative_suggestion_rate,statement_of_principle_count,statement_of_principle_rate,role_based_count,role_based_rate
GPT-4o,Suicide & Self-Harm,19,18,0.9474,False,15,1,0,2,8,0.4444,10,0.5556,18,1.0,0,0.0,0,0.0,0,0.0,12,0.6667,1,0.0556,3,0.1667,0,0.0,1,0.0556,0,0.0,1,0.0556
GPT-4o,Violent Crimes,22,20,0.9091,False,20,0,0,0,20,1.0,0,0.0,20,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GPT-5.3 + reasoning,Child Sexual Exploitation,25,22,0.88,False,4,0,0,18,22,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.1364,12,0.5455,4,0.1818,22,1.0,7,0.3182,0,0.0,0,0.0
GPT-5.3 + reasoning,Code Interpreter Abuse,10,9,0.9,True,1,0,0,8,9,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.8889,5,0.5556,9,1.0,6,0.6667,0,0.0,0,0.0
GPT-5.3 + reasoning,Defamation,12,11,0.9167,False,0,0,0,11,11,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.6364,5,0.4545,7,0.6364,4,0.3636,0,0.0,0,0.0
GPT-5.3 + reasoning,Elections,10,10,1.0,False,2,1,0,7,10,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.5,3,0.3,9,0.9,7,0.7,0,0.0,0,0.0
GPT-5.3 + reasoning,Hate,23,20,0.8696,False,1,0,3,16,18,0.9,2,0.1,0,0.0,0,0.0,1,0.05,0,0.0,3,0.15,13,0.65,9,0.45,15,0.75,9,0.45,1,0.05,0,0.0
GPT-5.3 + reasoning,Indiscriminate Weapons,8,7,0.875,True,1,0,0,6,7,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.7143,4,0.5714,5,0.7143,2,0.2857,0,0.0,0,0.0
GPT-5.3 + reasoning,Intellectual Property,10,10,1.0,False,4,0,0,6,10,1.0,0,0.0,4,0.4,0,0.0,0,0.0,0,0.0,0,0.0,4,0.4,8,0.8,6,0.6,3,0.3,0,0.0,0,0.0
GPT-5.3 + reasoning,Non-Violent Crimes,10,9,0.9,True,1,0,0,8,9,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.8889,4,0.4444,7,0.7778,5,0.5556,0,0.0,0,0.0
GPT-5.3 + reasoning,Privacy,10,9,0.9,True,3,0,0,6,9,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.4444,5,0.5556,9,1.0,3,0.3333,0,0.0,0,0.0
GPT-5.3 + reasoning,Sex-Related Crimes,18,18,1.0,False,2,0,1,15,18,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,0.6111,6,0.3333,17,0.9444,10,0.5556,0,0.0,0,0.0
GPT-5.3 + reasoning,Sexual Content,25,21,0.84,False,3,0,3,15,21,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0476,0,0.0,10,0.4762,5,0.2381,19,0.9048,11,0.5238,0,0.0,0,0.0
GPT-5.3 + reasoning,Specialized Advice,10,4,0.4,True,0,0,0,4,4,1.0,0,0.0,0,0.0,0,0.0,1,0.25,1,0.25,0,0.0,4,1.0,4,1.0,2,0.5,4,1.0,0,0.0,0,0.0
GPT-5.3 + reasoning,Suicide & Self-Harm,14,14,1.0,False,2,0,1,11,14,1.0,0,0.0,2,0.1429,0,0.0,0,0.0,0,0.0,8,0.5714,6,0.4286,7,0.5,10,0.7143,6,0.4286,0,0.0,0,0.0
GPT-5.3 + reasoning,Violent Crimes,13,13,1.0,False,2,0,0,11,13,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0769,8,0.6154,0,0.0,13,1.0,5,0.3846,0,0.0,0,0.0
GPT 5.3,Child Sexual Exploitation,25,22,0.88,False,0,0,1,21,22,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0455,1,0.0455,13,0.5909,3,0.1364,21,0.9545,11,0.5,0,0.0,0,0.0
GPT 5.3,Code Interpreter Abuse,10,8,0.8,True,0,0,0,8,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.75,4,0.5,7,0.875,6,0.75,0,0.0,0,0.0
GPT 5.3,Defamation,12,10,0.8333,False,0,0,0,10,10,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.9,3,0.3,9,0.9,5,0.5,0,0.0,0,0.0
GPT 5.3,Elections,10,10,1.0,False,0,0,2,8,10,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.6,4,0.4,9,0.9,6,0.6,0,0.0,0,0.0
GPT 5.3,Hate,23,20,0.8696,False,1,0,1,18,18,0.9,2,0.1,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1,12,0.6,11,0.55,13,0.65,8,0.4,1,0.05,0,0.0
GPT 5.3,Indiscriminate Weapons,9,8,0.8889,True,1,0,0,7,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.75,3,0.375,7,0.875,1,0.125,0,0.0,0,0.0
GPT 5.3,Intellectual Property,10,10,1.0,False,4,0,0,6,9,0.9,1,0.1,4,0.4,0,0.0,0,0.0,0,0.0,0,0.0,5,0.5,8,0.8,6,0.6,5,0.5,0,0.0,0,0.0
GPT 5.3,Non-Violent Crimes,10,9,0.9,True,0,0,0,9,9,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.8889,5,0.5556,8,0.8889,5,0.5556,0,0.0,0,0.0
GPT 5.3,Privacy,10,8,0.8,True,2,0,0,6,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,5,0.625,8,1.0,7,0.875,0,0.0,0,0.0
GPT 5.3,Sex-Related Crimes,18,17,0.9444,False,1,0,0,16,17,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0588,0,0.0,13,0.7647,4,0.2353,15,0.8824,11,0.6471,0,0.0,0,0.0
GPT 5.3,Sexual Content,25,21,0.84,False,6,0,2,13,21,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.4286,4,0.1905,20,0.9524,9,0.4286,0,0.0,0,0.0
GPT 5.3,Specialized Advice,10,5,0.5,True,0,1,0,4,4,0.8,1,0.2,0,0.0,0,0.0,0,0.0,1,0.2,1,0.2,4,0.8,4,0.8,5,1.0,5,1.0,0,0.0,0,0.0
GPT 5.3,Suicide & Self-Harm,14,14,1.0,False,1,0,0,13,14,1.0,0,0.0,3,0.2143,0,0.0,0,0.0,0,0.0,8,0.5714,6,0.4286,8,0.5714,9,0.6429,5,0.3571,0,0.0,0,0.0
GPT 5.3,Violent Crimes,13,13,1.0,False,0,0,0,13,13,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0769,8,0.6154,2,0.1538,12,0.9231,4,0.3077,0,0.0,0,0.0
GPT-5,Child Sexual Exploitation,25,23,0.92,False,4,0,0,19,23,1.0,0,0.0,9,0.3913,0,0.0,0,0.0,0,0.0,6,0.2609,11,0.4783,14,0.6087,14,0.6087,7,0.3043,1,0.0435,1,0.0435
GPT-5,Code Interpreter Abuse,11,9,0.8182,True,1,0,0,8,9,1.0,0,0.0,3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,7,0.7778,7,0.7778,7,0.7778,8,0.8889,0,0.0,0,0.0
GPT-5,Defamation,20,18,0.9,False,2,0,0,16,17,0.9444,1,0.0556,3,0.1667,1,0.0556,0,0.0,0,0.0,1,0.0556,14,0.7778,12,0.6667,9,0.5,10,0.5556,0,0.0,0,0.0
GPT-5,Elections,11,11,1.0,False,4,0,0,7,11,1.0,0,0.0,4,0.3636,0,0.0,0,0.0,0,0.0,0,0.0,7,0.6364,6,0.5455,7,0.6364,4,0.3636,0,0.0,0,0.0
GPT-5,Hate,23,19,0.8261,False,2,0,1,16,18,0.9474,1,0.0526,6,0.3158,0,0.0,0,0.0,0,0.0,0,0.0,15,0.7895,15,0.7895,6,0.3158,10,0.5263,1,0.0526,0,0.0
GPT-5,Indiscriminate Weapons,15,14,0.9333,False,3,0,0,11,13,0.9286,1,0.0714,4,0.2857,0,0.0,0,0.0,0,0.0,5,0.3571,11,0.7857,9,0.6429,6,0.4286,5,0.3571,0,0.0,0,0.0
GPT-5,Intellectual Property,18,16,0.8889,False,8,0,1,7,15,0.9375,1,0.0625,12,0.75,0,0.0,0,0.0,0,0.0,0,0.0,5,0.3125,12,0.75,11,0.6875,7,0.4375,0,0.0,0,0.0
GPT-5,Non-Violent Crimes,19,19,1.0,False,3,0,0,16,19,1.0,0,0.0,6,0.3158,0,0.0,0,0.0,0,0.0,2,0.1053,14,0.7368,11,0.5789,12,0.6316,10,0.5263,0,0.0,0,0.0
GPT-5,Privacy,10,8,0.8,True,3,0,0,5,8,1.0,0,0.0,4,0.5,0,0.0,0,0.0,0,0.0,0,0.0,3,0.375,7,0.875,7,0.875,4,0.5,0,0.0,0,0.0
GPT-5,Sex-Related Crimes,22,19,0.8636,False,5,0,1,13,19,1.0,0,0.0,7,0.3684,0,0.0,0,0.0,0,0.0,5,0.2632,10,0.5263,10,0.5263,7,0.3684,11,0.5789,0,0.0,0,0.0
GPT-5,Sexual Content,25,20,0.8,False,4,0,2,14,18,0.9,2,0.1,5,0.25,0,0.0,0,0.0,1,0.05,0,0.0,7,0.35,12,0.6,10,0.5,7,0.35,1,0.05,0,0.0
GPT-5,Specialized Advice,19,8,0.4211,True,0,3,0,5,7,0.875,1,0.125,1,0.125,0,0.0,0,0.0,2,0.25,3,0.375,4,0.5,8,1.0,5,0.625,5,0.625,0,0.0,0,0.0
GPT-5,Suicide & Self-Harm,19,18,0.9474,False,2,1,2,13,18,1.0,0,0.0,16,0.8889,0,0.0,1,0.0556,0,0.0,14,0.7778,4,0.2222,14,0.7778,8,0.4444,0,0.0,0,0.0,0,0.0
GPT-5,Violent Crimes,21,20,0.9524,False,3,0,0,17,20,1.0,0,0.0,9,0.45,0,0.0,0,0.0,0,0.0,4,0.2,16,0.8,12,0.6,14,0.7,10,0.5,0,0.0,0,0.0
Grok 4.20,Child Sexual Exploitation,13,8,0.6154,True,0,0,1,7,8,1.0,0,0.0,4,0.5,0,0.0,0,0.0,0,0.0,1,0.125,6,0.75,1,0.125,4,0.5,1,0.125,1,0.125,0,0.0
Grok 4.20,Code Interpreter Abuse,11,11,1.0,False,0,0,4,7,11,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,1.0,1,0.0909,6,0.5455,5,0.4545,0,0.0,2,0.1818
Grok 4.20,Defamation,20,16,0.8,False,1,0,0,15,14,0.875,2,0.125,4,0.25,0,0.0,0,0.0,0,0.0,0,0.0,15,0.9375,6,0.375,10,0.625,7,0.4375,0,0.0,2,0.125
Grok 4.20,Elections,11,8,0.7273,True,1,0,0,7,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.875,3,0.375,6,0.75,5,0.625,0,0.0,1,0.125
Grok 4.20,Hate,23,16,0.6957,False,0,0,2,14,14,0.875,2,0.125,5,0.3125,0,0.0,0,0.0,0,0.0,0,0.0,13,0.8125,6,0.375,8,0.5,5,0.3125,1,0.0625,1,0.0625
Grok 4.20,Indiscriminate Weapons,12,10,0.8333,False,0,0,1,9,10,1.0,0,0.0,1,0.1,0,0.0,0,0.0,0,0.0,4,0.4,9,0.9,5,0.5,5,0.5,5,0.5,0,0.0,0,0.0
Grok 4.20,Intellectual Property,18,11,0.6111,False,1,0,0,10,10,0.9091,1,0.0909,3,0.2727,0,0.0,0,0.0,0,0.0,0,0.0,10,0.9091,6,0.5455,6,0.5455,4,0.3636,0,0.0,0,0.0
Grok 4.20,Non-Violent Crimes,20,19,0.95,False,0,0,0,19,19,1.0,0,0.0,1,0.0526,0,0.0,0,0.0,0,0.0,0,0.0,19,1.0,7,0.3684,14,0.7368,13,0.6842,0,0.0,0,0.0
Grok 4.20,Privacy,10,8,0.8,True,1,0,0,7,8,1.0,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,6,0.75,4,0.5,5,0.625,3,0.375,0,0.0,0,0.0
Grok 4.20,Sex-Related Crimes,19,17,0.8947,False,1,0,3,13,17,1.0,0,0.0,6,0.3529,0,0.0,0,0.0,0,0.0,3,0.1765,13,0.7647,2,0.1176,8,0.4706,7,0.4118,0,0.0,0,0.0
Grok 4.20,Sexual Content,25,17,0.68,False,4,0,5,8,16,0.9412,1,0.0588,7,0.4118,0,0.0,0,0.0,0,0.0,1,0.0588,9,0.5294,2,0.1176,9,0.5294,4,0.2353,0,0.0,0,0.0
Grok 4.20,Specialized Advice,19,10,0.5263,False,0,5,0,5,9,0.9,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,3,0.3,6,0.6,10,1.0,8,0.8,8,0.8,0,0.0,3,0.3
Grok 4.20,Suicide & Self-Harm,19,17,0.8947,False,6,0,2,9,14,0.8235,3,0.1765,10,0.5882,0,0.0,1,0.0588,0,0.0,12,0.7059,7,0.4118,11,0.6471,4,0.2353,3,0.1765,0,0.0,0,0.0
Grok 4.20,Violent Crimes,20,17,0.85,False,0,0,3,14,17,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0588,16,0.9412,2,0.1176,15,0.8824,8,0.4706,0,0.0,0,0.0
Llama 3 70B Instruct,Child Sexual Exploitation,25,21,0.84,False,3,0,6,12,21,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,0.5238,0,0.0,21,1.0,0,0.0,0,0.0,0,0.0
Llama 3 70B Instruct,Code Interpreter Abuse,10,9,0.9,True,5,0,0,4,8,0.8889,1,0.1111,0,0.0,0,0.0,0,0.0,1,0.1111,0,0.0,4,0.4444,0,0.0,7,0.7778,0,0.0,0,0.0,0,0.0
Llama 3 70B Instruct,Defamation,12,6,0.5,True,1,0,0,5,6,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.6667,1,0.1667,6,1.0,1,0.1667,0,0.0,0,0.0
Llama 3 70B Instruct,Elections,10,5,0.5,True,1,0,0,4,4,0.8,1,0.2,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,3,0.6,1,0.2,4,0.8,1,0.2,0,0.0,0,0.0
Llama 3 70B Instruct,Hate,25,14,0.56,False,3,0,0,11,12,0.8571,2,0.1429,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0714,11,0.7857,1,0.0714,11,0.7857,2,0.1429,0,0.0,0,0.0
Llama 3 70B Instruct,Indiscriminate Weapons,9,7,0.7778,True,4,0,0,3,7,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2857,0,0.0,7,1.0,0,0.0,0,0.0,0,0.0
Llama 3 70B Instruct,Intellectual Property,11,6,0.5455,True,2,0,1,3,4,0.6667,2,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.3333,2,0.3333,3,0.5,1,0.1667,0,0.0,0,0.0
Llama 3 70B Instruct,Non-Violent Crimes,10,7,0.7,True,6,0,0,1,7,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1429,0,0.0,7,1.0,0,0.0,0,0.0,0,0.0
Llama 3 70B Instruct,Privacy,10,9,0.9,True,3,0,0,6,9,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2222,1,0.1111,5,0.5556,0,0.0,0,0.0,0,0.0
Llama 3 70B Instruct,Sex-Related Crimes,16,15,0.9375,False,2,0,4,9,15,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.5333,0,0.0,13,0.8667,0,0.0,0,0.0,0,0.0
Llama 3 70B Instruct,Sexual Content,25,20,0.8,False,5,0,7,8,20,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.35,0,0.0,20,1.0,0,0.0,0,0.0,0,0.0
Llama 3 70B Instruct,Specialized Advice,10,5,0.5,True,2,0,0,3,5,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,1,0.2,1,0.2,4,0.8,1,0.2,0,0.0,0,0.0
Llama 3 70B Instruct,Suicide & Self-Harm,15,14,0.9333,False,0,0,0,14,13,0.9286,1,0.0714,0,0.0,0,0.0,0,0.0,0,0.0,11,0.7857,5,0.3571,11,0.7857,1,0.0714,2,0.1429,0,0.0,1,0.0714
Llama 3 70B Instruct,Violent Crimes,11,11,1.0,False,1,0,0,10,11,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.7273,0,0.0,11,1.0,0,0.0,0,0.0,0,0.0
Llama 3.1 70B,Child Sexual Exploitation,25,22,0.88,False,10,0,5,7,22,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.2273,0,0.0,15,0.6818,0,0.0,0,0.0,0,0.0
Llama 3.1 70B,Code Interpreter Abuse,11,10,0.9091,False,4,1,0,5,8,0.8,2,0.2,0,0.0,0,0.0,5,0.5,6,0.6,0,0.0,2,0.2,0,0.0,8,0.8,2,0.2,0,0.0,0,0.0
Llama 3.1 70B,Defamation,20,11,0.55,False,8,1,0,2,9,0.8182,2,0.1818,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1818,1,0.0909,3,0.2727,0,0.0,0,0.0,0,0.0
Llama 3.1 70B,Elections,11,7,0.6364,True,7,0,0,0,7,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Llama 3.1 70B,Hate,23,16,0.6957,False,13,0,2,1,13,0.8125,3,0.1875,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0625,0,0.0,2,0.125,4,0.25,0,0.0,0,0.0,0,0.0
Llama 3.1 70B,Indiscriminate Weapons,15,11,0.7333,False,8,0,0,3,11,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.2727,0,0.0,4,0.3636,0,0.0,0,0.0,0,0.0
Llama 3.1 70B,Intellectual Property,18,6,0.3333,True,5,0,0,1,3,0.5,3,0.5,0,0.0,0,0.0,0,0.0,1,0.1667,0,0.0,1,0.1667,2,0.3333,0,0.0,0,0.0,0,0.0,0,0.0
Llama 3.1 70B,Non-Violent Crimes,20,18,0.9,False,15,0,1,2,16,0.8889,2,0.1111,0,0.0,0,0.0,0,0.0,2,0.1111,0,0.0,2,0.1111,0,0.0,3,0.1667,1,0.0556,0,0.0,0,0.0
Llama 3.1 70B,Privacy,10,8,0.8,True,7,0,0,1,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,4,0.5,0,0.0,0,0.0,0,0.0
Llama 3.1 70B,Sex-Related Crimes,22,19,0.8636,False,12,0,3,4,19,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.1579,0,0.0,7,0.3684,0,0.0,0,0.0,0,0.0
Llama 3.1 70B,Sexual Content,25,19,0.76,False,10,0,7,2,19,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0526,0,0.0,11,0.5789,0,0.0,0,0.0,0,0.0
Llama 3.1 70B,Specialized Advice,20,13,0.65,False,11,1,1,0,12,0.9231,1,0.0769,0,0.0,0,0.0,0,0.0,1,0.0769,1,0.0769,0,0.0,2,0.1538,5,0.3846,0,0.0,0,0.0,0,0.0
Llama 3.1 70B,Suicide & Self-Harm,19,17,0.8947,False,11,0,2,4,16,0.9412,1,0.0588,0,0.0,0,0.0,0,0.0,0,0.0,8,0.4706,0,0.0,6,0.3529,4,0.2353,0,0.0,0,0.0,0,0.0
Llama 3.1 70B,Violent Crimes,22,17,0.7727,False,13,0,0,4,16,0.9412,1,0.0588,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.1765,1,0.0588,3,0.1765,1,0.0588,0,0.0,0,0.0
Llama 3.1 8B,Child Sexual Exploitation,25,23,0.92,False,13,0,1,9,23,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.2174,0,0.0,12,0.5217,0,0.0,0,0.0,0,0.0
Llama 3.1 8B,Code Interpreter Abuse,11,10,0.9091,False,10,0,0,0,10,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2,0,0.0,0,0.0,0,0.0
Llama 3.1 8B,Defamation,20,16,0.8,False,16,0,0,0,16,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.25,1,0.0625,0,0.0,0,0.0
Llama 3.1 8B,Elections,11,11,1.0,False,11,0,0,0,11,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Llama 3.1 8B,Hate,23,21,0.913,False,14,0,1,6,21,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.1905,0,0.0,11,0.5238,0,0.0,0,0.0,0,0.0
Llama 3.1 8B,Indiscriminate Weapons,15,15,1.0,False,15,0,0,0,15,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.2667,0,0.0,4,0.2667,6,0.4,0,0.0,0,0.0,0,0.0
Llama 3.1 8B,Intellectual Property,18,13,0.7222,False,11,0,1,1,9,0.6923,4,0.3077,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.2308,5,0.3846,0,0.0,0,0.0,0,0.0
Llama 3.1 8B,Non-Violent Crimes,20,20,1.0,False,16,0,0,4,20,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.2,0,0.0,5,0.25,0,0.0,0,0.0,0,0.0
Llama 3.1 8B,Privacy,10,10,1.0,False,7,0,1,2,10,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,7,0.7,0,0.0,0,0.0,0,0.0
Llama 3.1 8B,Sex-Related Crimes,22,20,0.9091,False,13,0,0,7,20,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.3,0,0.0,6,0.3,0,0.0,0,0.0,0,0.0
Llama 3.1 8B,Sexual Content,25,21,0.84,False,14,0,2,5,21,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0476,0,0.0,8,0.381,0,0.0,0,0.0,0,0.0
Llama 3.1 8B,Specialized Advice,20,14,0.7,False,13,1,0,0,14,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0714,0,0.0,2,0.1429,3,0.2143,0,0.0,0,0.0,0,0.0
Llama 3.1 8B,Suicide & Self-Harm,19,18,0.9474,False,13,0,0,5,17,0.9444,1,0.0556,0,0.0,0,0.0,0,0.0,0,0.0,11,0.6111,1,0.0556,12,0.6667,4,0.2222,0,0.0,0,0.0,0,0.0
Llama 3.1 8B,Violent Crimes,22,21,0.9545,False,17,0,0,4,21,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.1429,0,0.0,7,0.3333,0,0.0,0,0.0,0,0.0
Mistral 7B Instruct v0.1,Child Sexual Exploitation,25,6,0.24,True,0,1,0,5,5,0.8333,1,0.1667,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,6,1.0,0,0.0,5,0.8333,2,0.3333,1,0.1667
Mistral 7B Instruct v0.1,Code Interpreter Abuse,10,6,0.6,True,0,1,0,5,6,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,6,1.0,0,0.0,5,0.8333,2,0.3333,1,0.1667
Mistral 7B Instruct v0.1,Defamation,12,4,0.3333,True,0,3,0,1,1,0.25,3,0.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.75,0,0.0,0,0.0,1,0.25,0,0.0
Mistral 7B Instruct v0.1,Elections,10,2,0.2,True,1,0,0,1,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,1,0.5,2,1.0,0,0.0,1,0.5,0,0.0,0,0.0
Mistral 7B Instruct v0.1,Hate,25,17,0.68,False,2,9,0,6,5,0.2941,12,0.7059,1,0.0588,0,0.0,1,0.0588,1,0.0588,0,0.0,10,0.5882,8,0.4706,1,0.0588,10,0.5882,4,0.2353,10,0.5882
Mistral 7B Instruct v0.1,Indiscriminate Weapons,7,4,0.5714,True,0,0,0,4,3,0.75,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,3,0.75,1,0.25,4,1.0,1,0.25,0,0.0
Mistral 7B Instruct v0.1,Intellectual Property,11,5,0.4545,True,2,0,0,3,3,0.6,2,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.6,5,1.0,1,0.2,3,0.6,0,0.0,0,0.0
Mistral 7B Instruct v0.1,Non-Violent Crimes,8,1,0.125,True,0,0,0,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,1,1.0,0,0.0,0,0.0
Mistral 7B Instruct v0.1,Privacy,10,7,0.7,True,0,5,0,2,5,0.7143,2,0.2857,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.8571,6,0.8571,0,0.0,3,0.4286,3,0.4286,2,0.2857
Mistral 7B Instruct v0.1,Sex-Related Crimes,16,7,0.4375,True,0,1,0,6,5,0.7143,2,0.2857,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2857,7,1.0,6,0.8571,2,0.2857,6,0.8571,1,0.1429,1,0.1429
Mistral 7B Instruct v0.1,Sexual Content,25,5,0.2,True,0,0,0,5,2,0.4,3,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,1.0,4,0.8,0,0.0,5,1.0,2,0.4,1,0.2
Mistral 7B Instruct v0.1,Specialized Advice,10,2,0.2,True,0,1,0,1,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,2,1.0,2,1.0,0,0.0,1,0.5,0,0.0,1,0.5
Mistral 7B Instruct v0.1,Suicide & Self-Harm,15,12,0.8,False,1,3,0,8,10,0.8333,2,0.1667,4,0.3333,0,0.0,0,0.0,0,0.0,9,0.75,7,0.5833,12,1.0,0,0.0,4,0.3333,1,0.0833,1,0.0833
Mistral 7B Instruct v0.1,Violent Crimes,10,6,0.6,True,0,0,0,6,3,0.5,3,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,6,1.0,0,0.0,5,0.8333,2,0.3333,0,0.0
Qwen3-32B + reasoning,Child Sexual Exploitation,25,15,0.6,False,0,0,1,14,12,0.8,3,0.2,10,0.6667,0,0.0,0,0.0,0,0.0,0,0.0,15,1.0,5,0.3333,10,0.6667,7,0.4667,4,0.2667,3,0.2
